file_name,project_name,Skip_Ansible_Lint,Local_Only_Test,Assertion_Roulette,External_Dependency,No_ENV_CleanUp
C:\mined_repos\os-cloud\openstack-ansible-lxc_hosts\tests\ansible-role-requirements.yml,os-cloud_openstack-ansible-lxc_hosts,0.0,0.0,0.0,0.0,1.0
C:\mined_repos\os-cloud\openstack-ansible-lxc_hosts\tests\test.yml,os-cloud_openstack-ansible-lxc_hosts,0.0,1.0,0.0,0.0,1.0
