project_name,file_name,Skip_Ansible_Lint,Local_Only_Test,Assertion_Roulette,External_Dependency,No_ENV_CleanUp
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\contrib\stubs.py,0,0,0,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\contrib\__init__.py,0,0,0,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\extensions\foxinsocks.py,0,0,0,1,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\extensions\__init__.py,0,0,0,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\middleware\test_auth.py,0,0,3,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\middleware\test_faults.py,0,0,4,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\middleware\__init__.py,0,0,0,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\openstack\test_api_version_request.py,0,0,6,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\openstack\test_versioned_method.py,0,0,0,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\openstack\test_wsgi.py,0,0,22,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\openstack\__init__.py,0,0,0,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v1\stubs.py,0,0,0,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v1\test_limits.py,0,0,11,0,0
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v1\test_scheduler_stats.py,0,0,5,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v1\test_security_service.py,0,0,8,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v1\test_shares.py,0,0,17,6,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v1\test_share_manage.py,0,0,9,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v1\test_share_metadata.py,0,0,1,0,1
bswartz_manila,C:\mined_repos\bswartz\manila\manila\tests\api\v1\test_share_servers.py,0,0,15,0,1
